score,comment,reply
4.2,酒店服务还是比较热情的，但可能看我们是新客人，而且只住一天，就给安排了给靠近室外空调系统旁边的房子，隔着窗子一晚都听得到嗡嗡声，不计较了，既然你认为不会再来那以后肯定不会再来了。,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店！关于您提到的（噪音问题），在此对给您带来的不快和不便表示歉意。您的反馈及时提醒了我们对此类问题的关注，并加强日常检查和维护。再次感谢您的反馈，希望有机会为您提供更佳的入住体验，期待您再次光临！祝您愉快！
4.2,酒店设施齐全但有些老旧，酒店人员服务热情。总体还是值得一住。,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店并分享您的入住感受！万达嘉华是万达酒店及度假村旗下的酒店品牌，北京富力万达嘉华酒店旨在为商务旅游、休闲度假人士创造温馨、惬意的居停感受。欢迎您的再次光临！祝您愉快！
4.2,酒店有些旧了，其他的还好吧,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店！酒店位于石景山万达广场，交通便利，毗邻西五环、莲石路及阜石路，步行7分钟即到一号线地铁站。再次感谢您对酒店的支持和关注，期待您的再次光临！
4.2,还可以，有点吵,尊敬的宾客，感谢您选择纽宾凯N+国际酒店。您提出的问题我们一定会想办法解决，另外施工结束后对酒店噪音问题也能很大程度的改善。期待您的下次入住能够有更完美的入住体验。祝顺安！
4.2,很人性化，主动允许考生家长4点退房。,尊敬的贵宾：感谢您的5分好评，您的肯定将是我们全体员工奋斗的动力，祝学子考上心仪的高中，学业有成，前途似锦！
4.2,新开的店，干净卫生，停车方便。就是后来靠小区的中央空调晚上有点吵。,亲，您好！非常感谢您的好评。我代表全体员工向您表示感谢。“赠人玫瑰，手留余香”，您的点评给我们的工作带来无穷无尽的动力，让我们能用更好的心情来为您提供服务。我想我们全体员工会用更热情的服务，更整洁的房间来回报您的褒奖，祝吃嘛嘛香，身体倍儿棒，天天开心！期待再次光临！
4.2,导航进停车场麻烦,尊敬的宾客：非常感谢您的点评。没能得到您的5星好评小纽有点失望，如我们有其他做的不好需要改进的地方，希望你能指出来我们会在后续的工作中，将积极调整及改进。希望这次特殊情况不会影响您对本酒店的支持。再次忠心感谢并期望在不久的将来欢迎您的再次光临！
4.2,交通方便，市中心，适合商务出差。,无
4.2,位置很好，但是房间设施一般，有味道，没有蚊香，晚上被蚊子叮,尊敬的宾客：您好！感谢您选择贝尔特酒店。我们一直秉承用心做事、细心服务的服务理念，让您在贝尔特的居停感受到家一般的温暖。酒店一直再更新维护设施设备。不仅更新了管道等硬件设施，也将大堂地板，大堂玻璃屋，楼层地毯及部分客房的设施设备进行更换。同时，在您入住房间的床头柜，有酒店特意为宾客准备的“待客之道”服务卡，当您入住期间遇到任何问题，您可以直接与我们的相关负责人进行沟通，以便我们在第一时间为您解决相关问题，衷心期待您的下次光临！
4.2,入住很多次了，不错,尊敬的宾客，您好！非常感谢您一直以来对贝尔特酒店的支持和肯定，我们将一如既往地为您提供高品质的服务，期待再次为您服务。
4.2,先头是隔墙有门的房间，隔壁噪音影响休息，更换了房间，还可以。,尊敬的宾客，您好！感谢您给我们的反馈。酒店位于北京市中心，距离地铁2号线及地铁5号线崇文门站仅50米步行1分钟左右即可到达；距离北京著名景点天安门、故宫、天坛、王府井2公里至2.5公里，步行25分钟左右即可到达；距离北京站仅1公里，步行10分钟左右即可到达；距离北京南站仅7公里，地铁20分钟即可到达。贝尔特品牌源自于欧洲的德国，别具一格、时尚新颖、多才多艺，是我们的品牌文化。关于隔音，酒店已经改造了三分之二房间，由于疫情的影响，搁置了剩余房间的改造，希望您下次入住时，可以让您满意。衷心期待您的再次光临。
4.2,宾馆设施齐全，装修不错。,感谢您来小纽家做客，您的肯定是对小纽最大的鼓励，小纽的目标是让每一位家人都能有5分好评的体验，相信您再来小纽家一定是5分！
4.2,酒店位置极好，地铁崇文门站出来就是，边上是新世界百货，购物吃饭出行都方便，离故宫，天安门，王府井都很近，基本步行就能到,尊敬的宾客：您好！感谢您选择贝尔特酒店。我们一直秉承用心做事、细心服务的服务理念，让您在贝尔特的居停感受到家一般的温暖。酒店一直再更新维护设施设备。不仅更新了管道等硬件设施，也将大堂地板，大堂玻璃屋，楼层地毯及部分客房的设施设备进行更换。同时，在您入住房间的床头柜，有酒店特意为宾客准备的“待客之道”服务卡，当您入住期间遇到任何问题，您可以直接与我们的相关负责人进行沟通，以便我们在第一时间为您解决相关问题，衷心期待您的下次光临！
4.2,总的来说不错的酒店，位置也不错,谢谢您的肯定，简单的字眼，纽儿看了很是感动，谢谢您一路的陪伴，没有您就没有现在的纽儿，期待您的下次到来！
4.2,很大很宽敞,尊敬的宾客您好，感谢您对北京泰悦豪庭酒店的选择与信任，我们秉承着内诚于心外信于人的守则恪守前行，为您守护每一分细节，竭尽所能的基础上争取给您更好的住宿体验，感谢您的点评，诚挚地期待您的再次光临。
4.2,其他都不错，唯一疑问就是床单有没有换过，上面至少三根头发，还有明显类似于毛衣的毛绒。,亲爱的小主，小纽很遗憾未能使您达到完美的入住体验，由于本酒店采用原生态裸棉制品，未添加任何化学和丝光成份，故容易觉得有细小毛绒存在，裸棉制品更加环保与健康，纽宾凯N＋国际酒店打破了传统酒店行业的壁垒，秉承“健康、人文、关怀”的理念，致力于营造多元空间，将移动办公、健康美食、皮肤管理、雅集文化、健身休闲、花香疗愈、少儿辅导、阅读与社交等服务完美结合，以顾客体验为主，激发与用户之间更多触点的新互动式消费最终构建N＋综合发展模式！期待再次与小主相约武汉， 纽宾凯N 超越您的期待！
4.2,经济型酒店,尊敬的宾客您好，感谢您的点评。酒店提倡“用心服务”，我们正在用心发现可以给您提供服务的机会，给您提供更满意、更舒适的休息环境，您的满意就是我们的追求，期待您的再次光临。
4.2,位置偏远，西三环外唯一可住的地方,尊敬的客人，感谢您的支持和点评，望您再次光临！
4.2,我们携程上定的608不含早餐！到店问没房了，我告诉携程上定的，前台也说没房，后来打电话咨询给我们安排了房间，一进房间，感觉装修很旧。,尊敬的贵宾：感谢你的反馈意见。我们已经陆续对客房进行改造，下次可以尝试我们的新房型---行政房，每间房间都配备空气净化器和加湿器，景色也会更好。在未来的工作中，我们会在小细节方面做得更温馨，希望您下次的入住体验有更好的感受。衷心期待您的再次光临！
4.2,每次出差必住的酒店，性价比高，强烈推荐,感谢您入住并百忙之中抽出时间对我们的酒店做出评价。您的肯定是我们最大的鼓励，也是我们一直以来的努力方向。期待您的再度光临！
4.2,位置还挺好的，环境一般吧，晚上隔音不是太好,尊敬的宾客：您好！感谢您选择贝尔特酒店。我们一直秉承用心做事、细心服务的服务理念，让您在贝尔特的居停感受到家一般的温暖。酒店一直再更新维护设施设备。不仅更新了管道等硬件设施，也将大堂地板，大堂玻璃屋，楼层地毯及部分客房的设施设备进行更换。关于隔音，酒店已经改造了三分之二房间，由于疫情的影响，搁置了剩余房间的改造。同时，在您入住房间的床头柜，有酒店特意为宾客准备的“待客之道”服务卡，当您入住期间遇到任何问题，您可以直接与我们的相关负责人进行沟通，以便我们在第一时间为您解决相关问题，衷心期待您的下次光临！
4.2,早餐一般，可以加床，比较安静，楼下可以停车，位置就在市中心，离汉口火车站很近，附近有饮食商业中心，性价比超高,尊敬的宾客：您好！感谢您对纽宾凯N+国际酒店各方面的认可！但是我们知道距离您心目中的全五分标准还有一定的差距，我们会继续努力的！祝：开心每一天
4.2,周边正在修路，散步不是很方便,尊敬的宾客您好！感谢您选择纽宾凯N+国际酒店。您的支持是我们前进的动力，门口修路很快就结束了，酒店门口的地砖也铺设完毕，很快就会恢复干净整洁。我们会继续努力，相信我们一定会做的更好！祝顺安！
4.2,比较舒服和方便,尊敬的宾客，您好！感谢您给我们的反馈。酒店位于北京市中心，距离地铁2号线及地铁5号线崇文门站仅50米步行1分钟左右即可到达；距离北京著名景点天安门、故宫、天坛、王府井2公里至2.5公里，步行25分钟左右即可到达；距离北京站仅1公里，步行10分钟左右即可到达；距离北京南站仅7公里，地铁20分钟即可到达。贝尔特品牌源自于欧洲的德国，别具一格、时尚新颖、多才多艺，是我们的品牌文化。我们将继续加强设施设备的维护、检查，确保给每一位客人提供舒适的入住环境，衷心期待您的再次光临！
4.2,还可以，孩子中考，离考试学校比较近，总体是满意的。中考前的中餐午餐都比较好，考试期间也许是入住人太多，感觉很打折扣。,尊敬的贵宾：感谢您的5分好评，您的肯定将是我们全体员工奋斗的动力，祝学子考上心仪的高中，学业有成，前途似锦！
4.2,酒店位置很好找，酒店很新，服务嘛不需要，早餐麻麻，周边有很多吃的，附近有停车场，总体评价还是可以的。,感谢小主对小纽服务5星满意，小纽很乐意得到小主的全5星好评哦！纽宾凯N＋国际酒店打破了传统酒店行业的壁垒，秉承“健康、人文、关怀”的理念，致力于营造多元空间，将移动办公、健康美食、皮肤管理、雅集文化、健身休闲、花香疗愈、少儿辅导、阅读与社交等服务完美结合，以顾客体验为主，激发与用户之间更多触点的新互动式消费最终构建N＋综合发展模式！纽宾凯N  超越您的期待！
4.2,之前去的时候前面正在修路，进出和停车不是很方便，停车场停车位也有些少。再酒店大堂在4楼上，不是特别方便,尊敬的宾客您好。您的宝贵意见我们已经认真记录。您入住时间大概在7月份，现在已经不存在进出不便的问题。希望您能再来入住体验。纽宾凯N+国际真诚期待您的再次光临！
4.2,地理位置好，设施太一般。服务还行。,尊敬的宾客您好，感谢您对北京泰悦豪庭酒店的选择与信任，我们秉承着内诚于心外信于人的守则恪守前行，为您守护每一分细节，竭尽所能的基础上争取给您更好的住宿体验，感谢您的点评，诚挚地期待您的再次光临。
4.2,有停车场但是不是太方便，房间干净整洁，但是，卫生间淋浴，毫无遮拦。,尊敬的宾客，感谢您对酒店的点评！对于您在酒店本次入住期间的经历，我们深表遗憾。您的宝贵意见多我们非常重要，我们会将其分发至相关部门以提高服务质量。若您下次至此，希望您能再次预定本酒店，给我们一个机会来补救。期待您再次光临！
4.2,酒店给升级了房间，很感谢。交通便利。,感谢亲爱的抽出宝贵时间对纽儿家进行点评，您的满意使纽儿前进的步伐更加快速，纽儿悄悄告诉您喔，纽儿的心仪分数是5分喔，小主是不是手滑点错了，这么满意纽儿家，记得常来喔，咱们下次见，祝您新春快乐！
4.2,服务好！设施需要完善。,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店并分享您的入住感受！万达嘉华是万达酒店及度假村旗下的酒店品牌，北京富力万达嘉华酒店旨在为商务旅游、休闲度假人士创造温馨、惬意的居停感受。欢迎您的再次光临！祝您愉快！
4.2,位置很好，交通方便，前台小哥为我升级了视野很好的大床房，不足之处就是洗澡水温度太低了，还好现在天气不是太冷，要是大冬天的可不行啊，希望你们改进，期待下一次入住。,尊敬的宾客，您好！感谢您给我们的反馈。酒店位于北京市中心，距离地铁2号线及地铁5号线崇文门站仅50米步行1分钟左右即可到达；距离北京著名景点天安门、故宫、天坛、王府井2公里至2.5公里，步行25分钟左右即可到达；距离北京站仅1公里，步行10分钟左右即可到达；距离北京南站仅7公里，地铁20分钟即可到达。贝尔特品牌源自于欧洲的德国，别具一格、时尚新颖、多才多艺，是我们的品牌文化。我们将继续加强设施设备的维护、检查，确保给每一位客人提供舒适的入住环境，衷心期待您的再次光临！
4.2,房间不是特别大吧，别的都还行,尊敬的宾客，感谢您的入住及宝贵点评。入住期间如果遇到什么问题，或者您觉得哪些地方需要改进的都可以提出来，小纽再此谢过了。我们会继续努力，下次入住希望能带给您五分满意的入住体验。期待您的再次光临！
4.2,地理位置靠近万达，说实话酒店大堂不错，但内部设施确实有些许陈旧，特别是浴袍都起毛线了难道不能换一下吗？,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店！关于您提到的（浴巾问题），在此对给您带来的不快和不便表示歉意。您的反馈及时提醒了我们对此类问题的关注，并加强日常检查和维护。再次感谢您的反馈，希望有机会为您提供更佳的入住体验，期待您再次光临！祝您愉快！
4.2,早餐50元一位，感觉很一般，不知这个价位，建议还是融入到房费好些，地理位置不错，缺点是窗户打开和关闭都不方便，设施较老化,尊敬的宾客，您好！感谢您入住贝尔特酒店。酒店位于北京市中心，距离地铁2号线及地铁5号线崇文门站仅50米步行1分钟左右即可到达；距离北京著名景点天安门、故宫、天坛、王府井2公里至2.5公里，步行25分钟左右即可到达；距离北京站仅1公里，步行10分钟左右即可到达；距离北京南站仅7公里，地铁20分钟即可到达。贝尔特品牌源自于欧洲的德国，别具一格、时尚新颖、多才多艺，是我们的品牌文化。我们将继续加强设施设备的维护、检查，确保给每一位客人提供舒适的入住环境，衷心期待您的再次光临！
4.2,酒店离地铁7号线不远，走着5分左右到，公交站线路很多，交通很便利。周边便利店、水果店和餐馆很多，但不喧闹。餐饮购物很方便，离江汉路步行街三站地左右。现在马路有施工，白天会有些噪音。酒店大堂在四层，入住和离店是得先奔4层。前台小哥儿待客服务没得挑，但客房的服务员总是给你一种烦躁不耐烦的感觉，说话也很硬，叫人不是很舒服，但房间清理还是不错的。卫生间很大，洗浴和如厕都是单独隔离的，互不干扰。房间空调总是出故障，夜间空调直接就报H4的故障，再加上窗户关上之后漏风，早上房间的温度还是很低的。因为是去旅游，早出晚归的，睡前温度能上升，就没和酒店反映这个情况，在这里小小吐槽一下。早餐20人民币一位，孩子大人都一样，而且因为春节的关系，品种不是很多，但觉得这个还是可以的。,"感谢小主这么用心的点评,谢谢您对纽儿家的肯定,也谢谢您这么细致的指出纽儿家的不足,正因有您这样的忠实客户一直激励着,指引着纽儿的成长,让纽儿成长的道路越来越平坦,关于您指出的问题,纽儿下去定会好好学习,期待下次给您带来不一样的体验喔!"
4.2,周边交通很方便，出门就是公交站，到景点和火车站都很方便。酒店设施比较老旧，房间也不大，不像其他五星酒店一天收拾两次，我们就住了一晚，中间没有来收拾过房间，不过可以延时到下午两点退房。,感谢您的入住和点评。武汉五月花大酒店位处中南商圈，吃喝玩一应俱全，附近有地铁2、4号地铁中南路站，可直达武汉天河机场和武汉所有火车站，门口有公交站武珞路傅家坡客运站，可以直达黄鹤楼、户部巷、东湖等武汉著名景点，出行非常方便的哦！房间一客一换，当天入住都是干净的客房，第二天开始每天打扫，您有需求我们也可以随时为您打扫，欢迎您的下次光临！
4.2,卫生间味道大 年久失修！,尊敬的客人您好！感谢您入住北京万达嘉华酒店！很遗憾没能为您留下最佳的入住体验，如您方便，还请您提供一些具体情况，以帮助我们尽快进行调整和改进。您可以通与酒店房务部总监王总联系。再次感谢您的建议和意见，欢迎您的再次光临！
4.2,地下停车太垃圾,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店！关于您提到的（地下停车问题），不属于酒店管辖范围。在此对给您带来的不快和不便表示遗憾。希望有机会为您当面提供帮助。请联系酒店前厅部经理，期待您再次光临！祝您愉快！
4.2,酒店安全性好。,亲爱的贵宾，您好！非常感谢您对贝尔特酒店的支持与评价，我们将继续努力，为您营造更优美舒适的环境。期待您的再次光临！
4.2,总得来说还行北京这个地方这样的价格不高,尊敬的客人，感谢您入住北京富力万达嘉华酒店并给予好评，也感谢您对酒店服务的肯定！期待您的再次光临！
4.2,酒店比较老了但卫生和服务都不错，早餐也挺丰富，性价比超高,亲爱的贵宾，您好！您的入住满意是对我们最大的奖励，我们会在小细节方面做得更温馨，希望您下次的入住体验有更好的感受。衷心期待您的再次光临！
4.2,给升级了房间，高层景色很好。游泳池维护的一般。吐槽一下中午的自助餐，品控真的太差了。对不起这价格，要是不去改善真心不会有人吃了。,尊敬的客人您好，感谢您选择入住北京富力万达嘉华酒店！关于您提到的（自助餐问题），在此对给您带来的不快和不便表示歉意。我们一定加强日常监督和检查，再次感谢您的反馈，期待您再次光临！祝您愉快！
4.2,办签证，去哪里都方便,尊敬的宾客，您好！感谢您选择入住贝尔特酒店。您的满意是我们服务恒久不变的宗旨，也是对我们服务的极大鼓励和支持。北京贝尔特酒店位于北京市中心，距离地铁2号线及地铁5号线崇文门站仅50米步行1分钟左右即可到达；距离北京著名景点天安门、故宫、天坛、王府井2公里至2.5公里，步行25分钟左右即可到达；距离北京站仅1公里，步行10分钟左右即可到达；距离北京南站仅7公里，地铁20分钟即可到达。并且酒店与新世界购物中心是一栋一体式建筑，从酒店5楼可直接到达购物中心内部。酒店一层还有24小时便利店，地理位置得天独厚。衷心期待您的再次光临！
4.2,打电话过去客服挺不耐烦的，而且酒店的停车位经常被外车占，不能保证住客有车位，好处是挨着万达，靠近地铁。,尊敬的客人您好，感谢您抽空给予的评价！很抱歉每能给您完美的入住体验，关于客服人员服务态度以及车场问题，我们会严肃处理和加强培训，车场积极调派人手和规划新方案！期待您的再次光临，祝您及家人生活愉快！
4.2,位置方便，房间设施确实太老了。,尊敬的宾客：您好！感谢您选择贝尔特酒店。我们一直秉承用心做事、细心服务的服务理念，让您在贝尔特的居停感受到家一般的温暖。酒店一直再更新维护设施设备。不仅更新了管道等硬件设施，也将大堂地板，大堂玻璃屋，楼层地毯及部分客房的设施设备进行更换。同时，在您入住房间的床头柜，有酒店特意为宾客准备的“待客之道”服务卡，当您入住期间遇到任何问题，您可以直接与我们的相关负责人进行沟通，以便我们在第一时间为您解决相关问题，衷心期待您的下次光临！
4.2,三四不错，前台很热情。,尊敬的客人，感谢您入住北京富力万达嘉华酒店并给予好评，也感谢您对酒店服务的肯定！期待您的再次光临！
4.2,缺点可能就是隔音效果差点意思,尊敬的客人您好，对于您在入住期间的体验，我们感到非常抱歉。丽枫酒店吉庆街店在前台设置了面向客人的可免费领取的便民物品，从一次性牙线到浴球，其中也包括降噪耳塞。我们诚挚推荐对于噪音敏感的客人来前台领取一份降噪耳塞，伴着室内香氛和柔软舒适的床垫的叠加效果，希望可以让每一位客人都能享受到舒适的睡眠，让客人的出行更有精神，充满活力。丽枫酒店吉庆街店，将不断为客人的下一次入住提升服务质量。
4.2,住了好几次，方便房间大,尊敬的宾客您好，感谢您选择泰悦豪庭酒店。我们是一家商务型公寓式酒店，房间简约舒适，设施设备齐。我们也一直在努力，做好点点滴滴的细节让您的下次体验更加舒适，感谢您的点评，诚挚地期待您的再次光临。
4.2,还不错的酒店，旁边就是大型停车场，500左右就是江汉路步行街，非常方便，环境很不错,小麗与您不期而遇，因您的肯定而绽放更加唯美，满意只是起点啦，惊喜和感动才是小麗的追求呦，千里之行始于足下，非常高兴与您相遇，人生的一知己足矣，小麗感到无比幸福呢~
4.2,还可以，世界上经济建设,尊敬的客人，感谢您入住北京富力万达嘉华酒店并给予好评，也感谢您对酒店服务的肯定！期待您的再次光临！
4.2,早餐很好，前台服务打电话不等说完就挂了🙃不懂是什么服务理念早餐很适合孩子去吃酒店位置附近四个商场，距离同仁医院很近走一百米就是地铁口,尊敬的宾客：感谢您的宝贵意见，使我们及时地发现了服务中存在的不足。贝尔特品牌源自于欧洲的德国，别具一格、时尚新颖、多才多艺，是我们的品牌文化，酒店将风格与闲适搭配，为客人营造轻松愉悦的入住环境，希望客人入住时能够尽情放松自己。我们始终将“用心服务，真情待客”作为我们工作的座右铭，每一位贝尔特人为此都在付出辛勤的劳动与努力。再次感谢您给我们的反馈意见，希望我们不断完善的服务能够带给您更惬意的体验，衷心期待您的再次光临。
4.2,房间很大，楼下就是地铁5号线非常方便,尊敬的宾客：您好！感谢您选择贝尔特酒店。我们一直秉承用心做事、细心服务的服务理念，让您在贝尔特的居停感受到家一般的温暖。酒店一直再更新维护设施设备。不仅更新了管道等硬件设施，也将大堂地板，大堂玻璃屋，楼层地毯及部分客房的设施设备进行更换。同时，在您入住房间的床头柜，有酒店特意为宾客准备的“待客之道”服务卡，当您入住期间遇到任何问题，您可以直接与我们的相关负责人进行沟通，以便我们在第一时间为您解决相关问题，衷心期待您的下次光临！
4.2,很新的酒店，基本没什么人，需要什么服务随叫随到，挺好的！有两点小意见：1、洗漱盆旁建议放一个垃圾桶，2.地毯应该经常吸尘，房间需要通风。过敏性鼻炎特别敏感，睡一晚喷嚏不断，但是肉眼看各方面还是很干净的.希望酒店越来越好，以后回家会常来住,感谢您对我们服务的认可。您的宝贵意见我们客房部经理已收到。垃圾桶的摆放位置我们已做了调整，更方便客人的使用。房间地毯的吸尘和房间通风，是我们日常客房清扫工作的重要部分。我们也将在今后工作中更加重视这两块工作，创造更舒适的环境。同时我们为过敏性鼻炎客人准备了空气净化器。再次感谢您宝贵的意见。
4.2,位置不錯，房間乾淨,亲爱的小主，您的鼓励是小纽不断进步的源泉，希望您能一直见证小纽的成长，下次您要给我们五个小星星哦！咱们下次见！
4.2,位置好，出行方便，房间较`新,亲爱的贵宾，您好！感谢您选择入住贝尔特酒店。您的满意是我们服务恒久不变的宗旨，也是对我们服务的极大鼓励和支持，我们将继续努力，为您营造更优美舒适的环境。期待您的再次光临！
4.2,算是卫生很不错的鹿枫了,小麗很感谢您的认可和点评，我们前台的每一位伙伴都会用心的来服务，您的满意最是重要哦，期待您的再次入住，祝您生活愉快。
4.2,住了几次窗户都是那种管不严的，临街很吵,尊敬的宾客，感谢您的宝贵意见，我们会认真自查整改。目前正在寻求处理方案，会再临街的房间窗户上增加隔音条。相信很快就能解决您提出的这个问题。希望您能继续支持我们。期待您的再次光临！
4.2,酒店还可以，周边环境不是很好，这应该和城市有关吧,感谢小主的点评，谢谢您对纽儿家的认可，也谢谢您提出纽儿家的不足，纽儿下去定会努力学习，争取做的更好，期待您的下次到来，咱们不见不散！
4.2,地理位置非常好，价格合适，房间宽敞，住了好几次了。,尊敬的宾客您好，感谢您选择北京泰悦豪庭酒店，我们一直坚持着品质的注重，您的岁月静好由我们为您负重前行。期待与您下一次的相遇。
4.2,整体感觉不错,美联酒店谢谢您的赞美，路途之中难免匆忙劳累，美联酒店信奉的邻里精神，是真的把客户当家人当朋友，自然不会故其则不然，会从心底心疼在路上的各位朋友，能近一点绵薄之力很开心，希望所有的朋友来到美联酒店就像回到家一样，而不仅仅是路途中的一个栖息之所。家人们一直在原地等着您的归来。翘首企盼。
4.2,入住快速，退房简便，每日打扫简洁卫生，房间设施有待改善,非常开心能够得到您对酒店一如既往的支持，酒店一直秉持“更多的关爱”的服务理念，用超性价比的价格和服务带给您五星级的居停体验。很高兴我们的努力能得到您的认可，一半浮生，二两清酒，三生有幸。武汉美联假日酒店与您不见不散！-武汉美联假日酒店
4.2,比较安静，但不是中央空调,尊敬的宾客您好，感谢您的点评。酒店提倡“用心服务”，我们正在用心发现可以给您提供服务的机会，给您提供更满意、更舒适的休息环境，您的满意就是我们的追求，期待您的再次光临。
4.2,酒店位置特别好，旁边就是万松园小吃街，酒店房间装修的也挺好的，和朋友住的很舒服，就是不明白为啥卫生间和淋浴房都是透明的门，定之前没有注意到，还是略微尴尬的，别的都还好,纽儿非常感谢亲爱的在百忙中抽出宝贵时间帮忙点评喔，看了您的点评，纽儿还是要跟您说声抱歉喔，真的对不起，下次过来记得提前告知纽儿喔，纽儿定会竭尽全力帮您做好安排喔，祝您生活愉快！
4.2,设施不齐全,尊敬的宾客，您好！非常感谢您对我们的支持和肯定，对您提出的酒店设施设备的不足，我们已在逐步改进。我们会在小细节方面做得更温馨，希望您下次的入住体验有更好的感受。衷心期待您的再次光临见证我们的努力。
4.2,交通便利，房间也大，卫生也不错。,尊敬的宾客，感谢您的入住及宝贵点评。入住期间如果遇到什么问题，或者您觉得哪些地方需要改进的都可以提出来，小纽再此谢过了。我们会继续努力，下次入住希望能带给您五分满意的入住体验。期待您的再次光临！
4.2,早餐不错，房间就是太小了，楼下吃的还挺多，现在酒店都流行地毯，但是不好打理，不是很习惯，，卫生间也小，，服务还可以,亲爱的客官您好。感谢您的宝贵意见。我们会认真寻求整改方案。我们会用优质的服务弥补硬件设施设备上的不足。希望您能继续关注我们。期待您的再次光临！
4.2,非常可价格不贵地理位置好房间大,尊敬的宾客您好，感谢您的点评。酒店提倡“用心服务”，我们正在用心发现可以给您提供服务的机会，给您提供更满意、更舒适的休息环境，您的满意就是我们的追求，期待您的再次光临。
4.2,老酒店，交通方便,天有情，夜夜星光灿烂；地有情，日日锦绣团圆；人有情，处处欢声笑语；酒店有情，这里高朋满座。沐浴过皓洁的明月感受着家一样的温暖希望您在这渡过美丽而又难忘的每一天。酒店的成长，犹如二岁孩童的成长一般，离不开顾客的呵护与关爱；酒店的成长，犹如茁壮成长的幼苗一般，离不开各位员工的辛勤与耕耘。
4.2,位置非常好，酒店桌子不经常打理，床单有异味。,尊敬的宾客您好，非常感谢您入住贝尔特酒店，应北京市防疫要求，酒店对所有客用品，尤其是床上用品进行了高温消毒处理，希望您下次入住时有任何问题及时联系我们，我们会在第一时间为您解决。忠心期待您的再次光临
4.2,环境挺好 卫生干净 床很舒服,尊敬的宾客，您好！感谢您给我们的反馈。酒店位于北京市中心，距离地铁2号线及地铁5号线崇文门站仅50米步行1分钟左右即可到达；距离北京著名景点天安门、故宫、天坛、王府井2公里至2.5公里，步行25分钟左右即可到达；距离北京站仅1公里，步行10分钟左右即可到达；距离北京南站仅7公里，地铁20分钟即可到达。贝尔特品牌源自于欧洲的德国，别具一格、时尚新颖、多才多艺，是我们的品牌文化。我们将继续加强设施设备的维护、检查，确保给每一位客人提供舒适的入住环境，衷心期待您的再次光临！
4.2,不错👍加油哦,尊敬的客人，感谢您入住北京富力万达嘉华酒店并给予好评，也感谢您对酒店服务的肯定！期待您的再次光临！
4.2,酒店位置非常好，离开天坛，天安门都不远，徒步都可以走到。酒店外面就是几个商业圈，吃饭逛街很方便，地铁站基本就在楼外。酒店楼下的酒吧还挺高档的，不过没时间去尝试不足之处就是酒店设施略显老旧,尊敬的宾客：您好！感谢您选择贝尔特酒店。我们一直秉承用心做事、细心服务的服务理念，让您在贝尔特的居停感受到家一般的温暖。酒店一直再更新维护设施设备。不仅更新了管道等硬件设施，也将大堂地板，大堂玻璃屋，楼层地毯及部分客房的设施设备进行更换。同时，在您入住房间的床头柜，有酒店特意为宾客准备的“待客之道”服务卡，当您入住期间遇到任何问题，您可以直接与我们的相关负责人进行沟通，以便我们在第一时间为您解决相关问题，衷心期待您的下次光临！
4.2,性价比可以，房间大。,尊敬的宾客：您好！非常抱歉这次小纽未能使您达到最佳的入住体验，期待再给小纽服务小主的机会，小纽一定会更加用心和努力为小主服务，希望您下次来能有更加满意的入住体验。期待您的再次光临！
4.2,环境，卫生，服务非常好。,您好宾客~您的满意只是小艺的起点，惊喜与感动才是小艺一直要寻找的方向。满心欢喜，小艺可是无所不能的哦，有什么需要尽管告诉我们哦，小艺也会善于发现您的需求的呢，喜欢我们就记得常来哦，下次也可以尝试一下其它的房型，希望下次能收获您满满的五颗星哦~愿每一次都给您不期而遇的温暖~
4.2,位置不错靠近三里屯，环境一般吧，设施有点旧.,尊敬的宾客您好，感谢您选择泰悦豪庭酒店。我们是一家商务型公寓式酒店，简约舒适的房间，齐全的配套设施是我们的面貌。生活之美不缺少，在于发现。生活有了美感才值得思考。我们会坚守品质、注重细节，成为更好的我们，期待您的再次光临。
4.2,地点非常方便，就在南京东路步行街，附近有两个地铁站，要给十颗星！服务人员亲切友善。酒店毕竟是百年大楼，所以电梯不太方便。第一个电梯停一四五層，前台在四楼，四楼再有另一个电梯，是去五六楼的，然后如果像我们住七楼的话，就是两趟电梯之后，还得爬一層楼梯。,尊敬的宾客，您好！感谢您选择入住和颐至尊南京路步行街店。酒店为百年建筑，酒店特别在前台区域留了一段楼梯供入住宾客进行拍照留念。酒店地铁1、2、8号线人民广场站19、5、6出口通过地道即是南京路步行街。全体员工期待您的再次入住，祝好！酒店总经理Mandy
4.2,在这个价位的酒店来说是很不错的，设施配备都可以，马桶，水壶一看就和一般的酒店好很多,尊敬的宾客：您好！感谢您对麗枫的喜爱和认可，我们会再接再厉做得更好。期待您的下次入住哟&gt;.&lt;
